scenario,mars_base_latency_s,blackout_start_s,blackout_duration_s,sim_end_s,reconcile_interval_s,global_timeout_s,global_max_rounds,seed,earth_success,earth_total,mars_success,mars_total,global_pre_success,global_pre_total,global_during_success,global_during_total,global_post_success,global_post_total,first_success_after_blackout_s,avg_global_latency_s,earth_local_avg_latency_s,earth_local_p95_latency_s,mars_local_avg_latency_s,mars_local_p95_latency_s,global_phase1_responses_earth,global_phase1_responses_leo,global_phase1_responses_moon,global_phase1_responses_mars,global_phase2_responses_earth,global_phase2_responses_leo,global_phase2_responses_moon,global_phase2_responses_mars,network_src_sent_earth,network_src_sent_leo,network_src_sent_moon,network_src_sent_mars,network_src_avg_oneway_s_earth,network_src_avg_oneway_s_leo,network_src_avg_oneway_s_moon,network_src_avg_oneway_s_mars
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,46,1777,1777,1980,1980,5,5,3,3,26,26,61.638220,0.183144,0.250984,0.263673,0.021071,0.022639,123,23,20,31,170,34,34,63,36565,68,68,23928,3.257143,0.019524,1.280210,3.577448
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,47,1777,1777,1980,1980,5,5,3,3,26,26,61.648651,0.183202,0.251287,0.264121,0.021059,0.022649,122,25,19,23,170,34,34,48,36560,68,68,23910,3.138690,0.019989,1.280188,3.020798
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,47,1777,1777,1980,1980,5,5,3,3,26,26,61.639578,0.181850,0.251273,0.263937,0.021072,0.022699,123,26,17,37,170,34,34,63,36560,68,68,23928,3.254405,0.020328,1.279794,3.574601
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,48,1777,1777,1980,1980,5,5,3,3,26,26,61.671492,0.181880,0.251319,0.263919,0.021071,0.022635,122,25,20,27,170,34,34,48,36560,68,68,23910,3.138790,0.019797,1.280713,3.021799
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,48,1777,1777,1980,1980,5,5,3,3,26,26,61.648309,0.183467,0.251132,0.263919,0.021052,0.022609,131,27,21,34,170,34,34,63,36560,68,68,23928,3.255416,0.019799,1.282015,3.576974
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,49,1777,1777,1980,1980,5,5,3,3,26,26,61.632595,0.182957,0.251041,0.263799,0.021047,0.022622,125,23,16,29,170,34,34,48,36560,68,68,23910,3.137797,0.019959,1.278880,3.021691
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,49,1777,1777,1980,1980,5,5,3,3,26,26,61.674530,0.186713,0.250955,0.263553,0.021044,0.022645,127,20,20,34,170,34,34,63,36566,68,68,23928,3.253467,0.020046,1.280077,3.577003
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,50,1777,1777,1980,1980,5,5,3,3,26,26,61.669674,0.185354,0.251197,0.264399,0.021039,0.022606,132,27,18,24,170,34,34,48,36560,68,68,23910,3.139587,0.019829,1.279671,3.019981
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,50,1777,1777,1980,1980,5,5,3,3,26,26,61.667114,0.182253,0.251305,0.264285,0.021102,0.022724,124,25,23,25,170,34,34,63,36560,68,68,23928,3.256387,0.020138,1.280743,3.577357
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,51,1777,1777,1980,1980,5,5,3,3,26,26,61.661468,0.184028,0.251312,0.263822,0.021099,0.022708,117,28,20,17,170,34,34,48,36560,68,68,23910,3.139369,0.020627,1.280428,3.022008
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,51,1777,1777,1980,1980,5,5,3,3,26,26,61.615212,0.182957,0.251333,0.264027,0.021083,0.022707,122,19,23,34,170,34,34,63,36560,68,68,23928,3.255848,0.020515,1.280388,3.575438
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,52,1777,1777,1980,1980,5,5,3,3,26,26,61.696147,0.186474,0.250984,0.264110,0.021084,0.022668,132,28,20,17,170,34,34,48,36566,68,68,23910,3.140268,0.019039,1.279664,3.021491
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,52,1777,1777,1980,1980,5,5,3,3,26,26,61.681425,0.183402,0.251016,0.263732,0.021085,0.022638,132,25,17,37,170,34,34,63,36560,68,68,23928,3.256024,0.019942,1.279499,3.573520
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,53,1777,1777,1980,1980,5,5,3,3,26,26,61.605288,0.178936,0.251118,0.264177,0.021064,0.022697,116,24,25,27,170,34,34,48,36560,68,68,23910,3.139347,0.019276,1.280117,3.023080
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,53,1777,1777,1980,1980,5,5,3,3,26,26,61.587553,0.180438,0.251111,0.264283,0.021074,0.022691,116,23,24,28,170,34,34,63,36560,68,68,23928,3.255837,0.019558,1.279536,3.574823
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,54,1777,1777,1980,1980,5,5,3,3,26,26,61.673681,0.181428,0.250984,0.263658,0.021066,0.022688,122,25,17,24,170,34,34,48,36565,68,68,23910,3.139219,0.019977,1.280016,3.019966
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,54,1778,1778,1980,1980,5,5,3,3,26,26,61.681039,0.183412,0.250580,0.263662,0.021066,0.022661,124,19,21,29,170,34,34,63,36580,68,68,23928,3.256508,0.020452,1.279885,3.575449
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,55,1777,1777,1980,1980,5,5,3,3,26,26,61.588823,0.179566,0.250932,0.264418,0.021054,0.022567,118,23,20,22,170,34,34,48,36570,68,68,23910,3.137464,0.020529,1.280034,3.021436
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,55,1777,1777,1980,1980,5,5,3,3,26,26,61.641524,0.183032,0.250853,0.264085,0.021075,0.022655,120,23,19,32,170,34,34,63,36579,68,68,23928,3.253280,0.020328,1.278557,3.573650
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,56,1777,1777,1980,1980,5,5,3,3,26,26,61.622236,0.183146,0.251012,0.264041,0.021055,0.022690,135,27,16,22,170,34,34,48,36560,68,68,23910,3.138377,0.019633,1.279571,3.021851
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,56,1777,1777,1980,1980,5,5,3,3,26,26,61.635357,0.184105,0.251067,0.263710,0.021088,0.022715,133,24,24,29,170,34,34,63,36560,68,68,23928,3.254638,0.020353,1.280365,3.571842
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,57,1777,1777,1980,1980,5,5,3,3,26,26,61.689398,0.184190,0.251187,0.263714,0.021069,0.022584,126,27,26,22,170,34,34,48,36560,68,68,23910,3.141136,0.020357,1.279380,3.023110
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,57,1778,1778,1980,1980,5,5,3,3,26,26,61.678800,0.183224,0.250765,0.263888,0.021080,0.022651,124,23,23,28,170,34,34,63,36580,68,68,23928,3.254072,0.019835,1.279723,3.574500
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,58,1777,1777,1980,1980,5,5,3,3,26,26,61.686983,0.184160,0.251279,0.263777,0.021069,0.022658,117,23,26,30,170,34,34,48,36560,68,68,23910,3.138131,0.020470,1.280410,3.021480
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,58,1777,1777,1980,1980,5,5,3,3,26,26,61.671291,0.185267,0.251356,0.264274,0.021084,0.022726,126,24,22,34,170,34,34,63,36560,68,68,23928,3.256629,0.020026,1.279855,3.578726
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,59,1777,1777,1980,1980,5,5,3,3,26,26,61.628613,0.180870,0.251222,0.263363,0.021070,0.022672,115,27,17,27,170,34,34,48,36560,68,68,23910,3.136161,0.019840,1.280471,3.019847
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,59,1778,1778,1980,1980,5,5,3,3,26,26,61.635966,0.183274,0.250781,0.263694,0.021074,0.022618,113,25,21,30,170,34,34,63,36580,68,68,23928,3.254076,0.020433,1.280876,3.573309
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,60,1777,1777,1980,1980,5,5,3,3,26,26,61.655899,0.185254,0.251055,0.263827,0.021081,0.022680,132,25,18,15,170,34,34,48,36560,68,68,23910,3.138557,0.019989,1.280297,3.021236
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,60,1777,1777,1980,1980,5,5,3,3,26,26,61.656351,0.182858,0.251055,0.264131,0.021080,0.022700,122,22,15,26,170,34,34,63,36560,68,68,23928,3.255496,0.020350,1.279445,3.579644
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,61,1777,1777,1980,1980,5,5,3,3,26,26,61.695712,0.184773,0.251252,0.263914,0.021062,0.022638,137,29,20,27,170,34,34,48,36560,68,68,23910,3.139108,0.020443,1.279132,3.022067
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,61,1777,1777,1980,1980,5,5,3,3,26,26,61.679842,0.184420,0.251020,0.263352,0.021067,0.022604,123,29,17,36,170,34,34,63,36560,68,68,23928,3.254968,0.020120,1.279271,3.576667
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,62,1777,1777,1980,1980,5,5,3,3,26,26,61.680076,0.183311,0.251200,0.263831,0.021092,0.022676,132,22,21,23,170,34,34,48,36560,68,68,23910,3.138203,0.020122,1.279672,3.023019
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,62,1777,1777,1980,1980,5,5,3,3,26,26,61.668241,0.186015,0.251173,0.263988,0.021066,0.022618,127,25,24,32,170,34,34,63,36560,68,68,23928,3.255207,0.020132,1.279841,3.579083
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,63,1777,1777,1980,1980,5,5,3,3,26,26,61.621584,0.182027,0.251026,0.263612,0.021064,0.022691,117,27,22,20,170,34,34,48,36560,68,68,23910,3.138016,0.020002,1.280353,3.024014
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,63,1777,1777,1980,1980,5,5,3,3,26,26,61.619540,0.180854,0.250960,0.263317,0.021063,0.022668,130,24,23,28,170,34,34,63,36566,68,68,23928,3.256304,0.019777,1.281639,3.574904
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,64,1777,1777,1980,1980,5,5,3,3,26,26,61.634385,0.184431,0.251165,0.263979,0.021101,0.022709,126,26,26,21,170,34,34,48,36560,68,68,23910,3.140237,0.019708,1.280887,3.021001
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,64,1777,1777,1980,1980,5,5,3,3,26,26,61.639981,0.182426,0.251064,0.263525,0.021084,0.022641,124,23,18,32,170,34,34,63,36560,68,68,23928,3.255742,0.019694,1.280461,3.578765
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,65,1777,1777,1980,1980,5,5,3,3,26,26,61.672641,0.181772,0.251121,0.263918,0.021071,0.022661,119,24,21,20,170,34,34,48,36560,68,68,23910,3.139340,0.020469,1.280598,3.023499
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,65,1777,1777,1980,1980,5,5,3,3,26,26,61.662623,0.185261,0.250967,0.264011,0.021108,0.022715,122,27,20,26,170,34,34,63,36566,68,68,23928,3.255798,0.020441,1.279756,3.573965
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,66,1777,1777,1980,1980,5,5,3,3,26,26,61.635577,0.184053,0.250941,0.263672,0.021066,0.022623,127,21,19,21,170,34,34,48,36568,68,68,23910,3.138544,0.019656,1.280306,3.021840
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,66,1777,1777,1980,1980,5,5,3,3,26,26,61.644553,0.183719,0.250944,0.263530,0.021091,0.022654,126,17,26,36,170,34,34,63,36568,68,68,23928,3.256474,0.020011,1.281146,3.575904
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,67,1777,1777,1980,1980,5,5,3,3,26,26,61.642711,0.181501,0.251187,0.264340,0.021062,0.022699,116,23,27,22,170,34,34,48,36560,68,68,23910,3.139995,0.020313,1.280385,3.023433
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,67,1778,1778,1980,1980,5,5,3,3,26,26,61.634811,0.181971,0.250775,0.263111,0.021075,0.022698,122,23,18,29,170,34,34,63,36580,68,68,23928,3.256328,0.019296,1.280540,3.572009
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,68,1777,1777,1980,1980,5,5,3,3,26,26,61.638698,0.179933,0.251176,0.263911,0.021086,0.022626,126,23,21,28,170,34,34,48,36560,68,68,23910,3.138965,0.019639,1.280930,3.020816
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,68,1777,1777,1980,1980,5,5,3,3,26,26,61.627818,0.183102,0.250855,0.263717,0.021079,0.022691,130,28,21,37,170,34,34,63,36579,68,68,23928,3.254022,0.020144,1.280209,3.572842
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,69,1778,1778,1980,1980,5,5,3,3,26,26,61.639795,0.183589,0.250812,0.263832,0.021070,0.022752,135,24,24,30,170,34,34,48,36580,68,68,23910,3.138184,0.019835,1.279085,3.021601
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,69,1777,1777,1980,1980,5,5,3,3,26,26,61.639217,0.181597,0.250943,0.263667,0.021086,0.022654,126,20,16,36,170,34,34,63,36568,68,68,23928,3.253264,0.020505,1.280142,3.578608
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,70,1778,1778,1980,1980,5,5,3,3,26,26,61.656732,0.184336,0.250743,0.263474,0.021023,0.022653,126,29,19,25,170,34,34,48,36580,68,68,23910,3.137318,0.019823,1.279480,3.022177
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,70,1778,1778,1980,1980,5,5,3,3,26,26,61.647051,0.184307,0.250742,0.263025,0.021025,0.022671,120,26,22,32,170,34,34,63,36580,68,68,23928,3.250957,0.019815,1.279640,3.578007
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,71,1777,1777,1980,1980,5,5,3,3,26,26,61.657940,0.183733,0.250961,0.263488,0.021088,0.022622,123,25,21,27,170,34,34,48,36566,68,68,23910,3.138173,0.020425,1.278475,3.022698
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,71,1777,1777,1980,1980,5,5,3,3,26,26,61.617882,0.181832,0.251057,0.263938,0.021053,0.022661,128,26,18,32,170,34,34,63,36560,68,68,23928,3.254443,0.020061,1.279545,3.574813
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,72,1777,1777,1980,1980,5,5,3,3,26,26,61.658644,0.183044,0.251030,0.263328,0.021117,0.022687,122,25,24,27,170,34,34,48,36560,68,68,23910,3.138479,0.020464,1.280668,3.023171
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,72,1777,1777,1980,1980,5,5,3,3,26,26,61.632715,0.181783,0.251076,0.263699,0.021075,0.022712,120,29,20,36,170,34,34,63,36560,68,68,23928,3.255863,0.020434,1.278847,3.576349
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,73,1777,1777,1980,1980,5,5,3,3,26,26,61.661747,0.182397,0.250991,0.264303,0.021042,0.022653,126,23,22,27,170,34,34,48,36560,68,68,23910,3.139574,0.019927,1.279534,3.023773
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,73,1777,1777,1980,1980,5,5,3,3,26,26,61.676052,0.185094,0.250856,0.263561,0.021065,0.022653,129,23,18,34,170,34,34,63,36579,68,68,23928,3.255255,0.020008,1.280826,3.577401
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,74,1778,1778,1980,1980,5,5,3,3,26,26,61.664475,0.184754,0.250636,0.263282,0.021067,0.022647,130,27,21,23,170,34,34,48,36580,68,68,23910,3.137093,0.020190,1.280612,3.022631
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,74,1778,1778,1980,1980,5,5,3,3,26,26,61.661712,0.184268,0.250687,0.263300,0.021039,0.022600,129,22,20,29,170,34,34,63,36580,68,68,23928,3.253793,0.019606,1.280082,3.577432
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,75,1777,1777,1980,1980,5,5,3,3,26,26,61.617929,0.183904,0.251009,0.263508,0.021038,0.022615,115,21,24,30,170,34,34,48,36560,68,68,23910,3.138577,0.020260,1.280141,3.020820
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,75,1777,1777,1980,1980,5,5,3,3,26,26,61.619361,0.180851,0.250935,0.263821,0.021016,0.022662,119,20,21,35,170,34,34,63,36570,68,68,23928,3.256419,0.020803,1.279981,3.575133
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,76,1777,1777,1980,1980,5,5,3,3,26,26,61.667340,0.184020,0.250989,0.263859,0.021072,0.022661,129,28,16,18,170,34,34,48,36560,68,68,23910,3.137572,0.019362,1.280843,3.020186
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,76,1777,1777,1980,1980,5,5,3,3,26,26,61.656717,0.183081,0.251073,0.263929,0.021079,0.022597,129,28,20,30,170,34,34,63,36560,68,68,23928,3.255752,0.019112,1.279206,3.576360
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,77,1777,1777,1980,1980,5,5,3,3,26,26,61.685627,0.184186,0.250968,0.263900,0.021091,0.022694,131,25,27,34,170,34,34,48,36566,68,68,23910,3.138236,0.019681,1.280411,3.021487
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,77,1777,1777,1980,1980,5,5,3,3,26,26,61.634189,0.182419,0.251141,0.263996,0.021090,0.022764,121,25,21,30,170,34,34,63,36560,68,68,23928,3.258273,0.019745,1.280887,3.576778
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,78,1777,1777,1980,1980,5,5,3,3,26,26,61.634557,0.180820,0.251031,0.263948,0.021087,0.022680,127,27,19,28,170,34,34,48,36560,68,68,23910,3.137882,0.019857,1.278654,3.021047
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,78,1777,1777,1980,1980,5,5,3,3,26,26,61.626565,0.182446,0.251446,0.263981,0.021084,0.022639,126,26,19,28,170,34,34,63,36560,68,68,23928,3.256778,0.020040,1.281925,3.578707
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,79,1777,1777,1980,1980,5,5,3,3,26,26,61.623874,0.183225,0.251056,0.264142,0.021085,0.022652,120,26,22,23,170,34,34,48,36560,68,68,23910,3.140214,0.019945,1.279376,3.020963
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,79,1777,1777,1980,1980,5,5,3,3,26,26,61.655714,0.184581,0.251267,0.263402,0.021080,0.022651,113,27,20,36,170,34,34,63,36560,68,68,23928,3.257624,0.019796,1.279557,3.574827
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,80,1777,1777,1980,1980,5,5,3,3,26,26,61.636027,0.180205,0.250890,0.263547,0.021045,0.022616,127,20,20,23,170,34,34,48,36576,68,68,23910,3.137457,0.020283,1.280689,3.024712
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,80,1777,1777,1980,1980,5,5,3,3,26,26,61.585898,0.182228,0.250895,0.263364,0.021093,0.022659,120,24,25,31,170,34,34,63,36570,68,68,23928,3.252562,0.020327,1.281740,3.575393
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,81,1778,1778,1980,1980,5,5,3,3,26,26,61.675097,0.184893,0.250605,0.263211,0.021096,0.022727,131,25,17,22,170,34,34,48,36580,68,68,23910,3.136518,0.020341,1.279720,3.021470
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,81,1777,1777,1980,1980,5,5,3,3,26,26,61.654331,0.183191,0.251096,0.263677,0.021051,0.022612,124,25,19,34,170,34,34,63,36560,68,68,23928,3.257300,0.020408,1.280547,3.574825
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,82,1777,1777,1980,1980,5,5,3,3,26,26,61.584431,0.182030,0.251127,0.263661,0.021078,0.022687,128,20,22,21,170,34,34,48,36560,68,68,23910,3.138692,0.020217,1.280018,3.020869
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,82,1777,1777,1980,1980,5,5,3,3,26,26,61.575492,0.181934,0.251078,0.263765,0.021039,0.022626,125,26,20,33,170,34,34,63,36560,68,68,23928,3.256622,0.020797,1.278755,3.573706
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,83,1777,1777,1980,1980,5,5,3,3,26,26,61.633365,0.182816,0.250967,0.263184,0.021074,0.022598,115,25,18,15,170,34,34,48,36566,68,68,23910,3.140735,0.019439,1.280410,3.020086
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,83,1777,1777,1980,1980,5,5,3,3,26,26,61.625631,0.184110,0.251115,0.263900,0.021073,0.022653,127,28,22,29,170,34,34,63,36560,68,68,23928,3.255911,0.019475,1.279399,3.572964
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,84,1777,1777,1980,1980,5,5,3,3,26,26,61.693368,0.186429,0.251099,0.263481,0.021058,0.022681,132,24,19,23,170,34,34,48,36560,68,68,23910,3.139760,0.019796,1.279345,3.021629
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,84,1777,1777,1980,1980,5,5,3,3,26,26,61.658334,0.184071,0.251251,0.263991,0.021017,0.022557,129,20,20,31,170,34,34,63,36560,68,68,23928,3.256458,0.020101,1.279684,3.575039
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,85,1777,1777,1980,1980,5,5,3,3,26,26,61.665546,0.181484,0.251256,0.263936,0.021037,0.022644,120,26,20,23,170,34,34,48,36560,68,68,23910,3.137877,0.019530,1.280282,3.023886
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,85,1777,1777,1980,1980,5,5,3,3,26,26,61.608956,0.180006,0.251012,0.263836,0.021066,0.022675,118,23,23,26,170,34,34,63,36560,68,68,23928,3.256730,0.019867,1.279493,3.573796
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,86,1777,1777,1980,1980,5,5,3,3,26,26,61.680077,0.181406,0.251303,0.263790,0.021112,0.022676,125,28,21,18,170,34,34,48,36560,68,68,23910,3.137698,0.020752,1.279648,3.023111
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,86,1777,1777,1980,1980,5,5,3,3,26,26,61.654024,0.182745,0.251073,0.264084,0.021104,0.022727,129,28,19,27,170,34,34,63,36560,68,68,23928,3.255041,0.020266,1.278745,3.576693
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,87,1778,1778,1980,1980,5,5,3,3,26,26,61.630889,0.182180,0.250802,0.263505,0.021036,0.022635,128,24,25,24,170,34,34,48,36580,68,68,23910,3.136561,0.020611,1.279480,3.022541
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,87,1777,1777,1980,1980,5,5,3,3,26,26,61.683476,0.184959,0.250907,0.263165,0.021057,0.022608,123,26,21,35,170,34,34,63,36570,68,68,23928,3.255797,0.019567,1.279239,3.572830
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,88,1777,1777,1980,1980,5,5,3,3,26,26,61.660436,0.184533,0.251041,0.263590,0.021085,0.022625,134,26,23,26,170,34,34,48,36560,68,68,23910,3.139338,0.020463,1.279889,3.020847
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,88,1777,1777,1980,1980,5,5,3,3,26,26,61.669498,0.183086,0.250946,0.262966,0.021048,0.022568,130,22,20,32,170,34,34,63,36568,68,68,23928,3.255727,0.020199,1.279880,3.575072
blackout_only,750.0,600.0,300.0,4000.0,120.0,500.0,1,89,1777,1777,1980,1980,5,5,3,3,26,26,61.664862,0.183701,0.251037,0.263822,0.021083,0.022603,128,21,24,21,170,34,34,48,36560,68,68,23910,3.139785,0.019925,1.279608,3.021953
with_repeater,750.0,600.0,300.0,4000.0,120.0,500.0,1,89,1777,1777,1980,1980,5,5,3,3,26,26,61.677506,0.186031,0.251154,0.264187,0.021100,0.022664,134,25,21,29,170,34,34,63,36560,68,68,23928,3.254596,0.019966,1.279285,3.574165
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,40,1777,1777,1980,1980,5,5,8,8,21,21,62.524300,0.181545,0.250867,0.263893,0.021082,0.022702,127,23,19,11,170,34,34,24,36578,68,68,23880,2.524441,0.019613,1.279661,1.516287
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,40,1777,1777,1980,1980,5,5,8,8,21,21,62.543624,0.183239,0.250885,0.263523,0.021071,0.022664,129,26,24,22,170,34,34,63,36576,68,68,23928,2.835675,0.019344,1.279847,2.548132
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,41,1777,1777,1980,1980,5,5,8,8,21,21,62.558993,0.182012,0.251249,0.264140,0.021043,0.022604,119,21,22,12,170,34,34,24,36560,68,68,23880,2.524238,0.020452,1.279738,1.515822
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,41,1777,1777,1980,1980,5,5,8,8,21,21,62.551797,0.182549,0.251340,0.263605,0.021058,0.022631,119,30,21,32,170,34,34,63,36560,68,68,23928,2.840522,0.019702,1.280500,2.553698
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,42,1777,1777,1980,1980,5,5,8,8,21,21,62.581096,0.181841,0.250985,0.263200,0.021082,0.022649,125,31,20,15,170,34,34,24,36560,68,68,23880,2.526570,0.020035,1.279736,1.515003
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,42,1777,1777,1980,1980,5,5,8,8,21,21,62.508554,0.180363,0.251023,0.263425,0.021086,0.022790,119,26,22,32,170,34,34,63,36560,68,68,23928,2.837075,0.020222,1.280074,2.552852
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,43,1777,1777,1980,1980,5,5,8,8,21,21,62.603651,0.184561,0.250978,0.264101,0.021086,0.022707,131,22,21,12,170,34,34,24,36566,68,68,23880,2.524881,0.020349,1.278717,1.516550
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,43,1777,1777,1980,1980,5,5,8,8,21,21,62.520934,0.182519,0.251026,0.263529,0.021074,0.022665,127,21,21,29,170,34,34,63,36560,68,68,23928,2.838290,0.019610,1.279233,2.547541
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,44,1777,1777,1980,1980,5,5,8,8,21,21,62.536162,0.183669,0.250945,0.263533,0.021093,0.022655,126,27,22,12,170,34,34,24,36568,68,68,23880,2.523899,0.020600,1.279644,1.516643
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,44,1777,1777,1980,1980,5,5,8,8,21,21,62.533737,0.182430,0.251238,0.264007,0.021073,0.022648,130,29,22,32,170,34,34,63,36560,68,68,23928,2.834862,0.020134,1.279914,2.549473
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,45,1777,1777,1980,1980,5,5,8,8,21,21,62.578333,0.183074,0.250914,0.264230,0.021057,0.022617,129,28,21,10,170,34,34,24,36570,68,68,23880,2.525213,0.020065,1.279564,1.517705
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,45,1777,1777,1980,1980,5,5,8,8,21,21,62.594443,0.184089,0.251001,0.263320,0.021056,0.022581,129,27,17,27,170,34,34,63,36560,68,68,23928,2.839205,0.020017,1.279592,2.549679
